KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
R-2289,Tilflam,General Medicine,Tablet,Tilflam,P-000
R-2290,Tilidon syr,General Medicine,Syrup,Tilidon,P-000
R-2291,Tilidon Tab,General Medicine,Tablet,Tilidon,P-000
R-2292,Tioxad 400 mg,General Medicine,Tablet,Tioxad,P-000
R-2293,TIRDICEF 1GRAM,Antibiotics & Anti-infectives,Vial/Injection,Tirdicef,P-000
R-2294,Tiriz,General Medicine,Tablet,Tiriz,P-000
R-2295,Tiriz drop,General Medicine,Drops,Tiriz,P-000
R-2296,Tizos 1gr,Injectables & Hospital Care,Vial/Injection,Tizos,P-000
R-2297,Tobradex ED,General Medicine,Other,Tobradex,P-000
R-2298,Tocopheril (vit E),Vitamins & Supplements,Tablet,Tocopheril,P-000
R-2299,Tofranil Tab,General Medicine,Tablet,Tofranil,P-000
R-2300,Tonar,General Medicine,Capsule,Tonar,P-000
R-2301,Topcort 10gr Cream,Dermatology & Topical,Cream/Topical,Topcort,P-000
R-2302,Toradol tab,General Medicine,Tablet,Toradol,P-000
R-2303,Toramin inj,Injectables & Hospital Care,Vial/Injection,Toramin,P-000
R-2304,Tracodia,General Medicine,Tablet,Tracodia,P-000
R-2305,Tracrium  10 mg,Injectables & Hospital Care,Vial/Injection,Tracrium,P-000
R-2306,TRACRIUM 50MG/5ML,Injectables & Hospital Care,Vial/Injection,Tracrium,P-000
R-2307,Tradosik,General Medicine,Capsule,Tradosik,P-000
R-2308,Tradosik Inj,Injectables & Hospital Care,Vial/Injection,Tradosik,P-000
R-2309,Tramadol 50mg,Pain Relief & Inflammation,Capsule,Tramadol,P-000
R-2310,Tramadol inj,Pain Relief & Inflammation,Vial/Injection,Tramadol,P-000
R-2311,TRAMAL 50 CAP,General Medicine,Capsule,Tramal,P-000
R-2312,Tramal Inj 50mg,Injectables & Hospital Care,Vial/Injection,Tramal,P-000
R-2313,Tramal Retard 100 tab,General Medicine,Tablet,Tramal,P-000
R-2314,Tramal Sup,General Medicine,Other,Tramal,P-000
R-2315,TRANEC INJ,Injectables & Hospital Care,Vial/Injection,Tranec,P-000
R-2316,Tranexid 250mg,General Medicine,Capsule,Tranexid,P-000
R-2317,Tranexid 500,General Medicine,Tablet,Tranexid,P-000
R-2318,TRANEXID 500 MG/5 ML-DEX,Injectables & Hospital Care,Vial/Injection,Tranexid,P-000
R-2319,TRANEXID 50MG INJ,Injectables & Hospital Care,Vial/Injection,Tranexid,P-000
R-2320,Transamin 250,General Medicine,Tablet,Transamin,P-000
R-2321,Transamin 500,General Medicine,Tablet,Transamin,P-000
R-2322,Transamin Inj 500mg,Injectables & Hospital Care,Vial/Injection,Transamin,P-000
R-2323,Transbroncho,Oncology & Specialty,Tablet,Transbroncho,P-000
R-2324,Transbroncho syr,Oncology & Specialty,Syrup,Transbroncho,P-000
R-2325,Transfulmin Balsem 10 Gr,General Medicine,Other,Transfulmin,P-000
R-2326,Transfulmin balsem 20 gr,General Medicine,Other,Transfulmin,P-000
R-2327,Transpulmin syr 100ml,General Medicine,Syrup,Transpulmin,P-000
R-2328,Transpulmin syr 60ml,General Medicine,Syrup,Transpulmin,P-000
R-2329,Tremenza,General Medicine,Tablet,Tremenza,P-000
R-2330,Tremenza syr,General Medicine,Syrup,Tremenza,P-000
R-2331,Trental 400,General Medicine,Tablet,Trental,P-000
R-2332,Trentox 400,General Medicine,Tablet,Trentox,P-000
R-2333,Triaminic Batuk,General Medicine,Other,Triaminic,P-000
R-2334,Triaminic Drop,General Medicine,Drops,Triaminic,P-000
R-2335,Triaminic Exp,General Medicine,Other,Triaminic,P-000
R-2336,TRIAMINIC PILEK SYR,General Medicine,Syrup,Triaminic,P-000
R-2337,Triatec 10mg,General Medicine,Other,Triatec,P-000
R-2338,Triatec 2.5mg,General Medicine,Tablet,Triatec,P-000
R-2339,Triatec 5mg,General Medicine,Tablet,Triatec,P-000
R-2340,Tricefin 1gr,Antibiotics & Anti-infectives,Vial/Injection,Tricefin,P-000
R-2341,Trichodazole 250mg,General Medicine,Tablet,Trichodazole,P-000
R-2342,Trichodazole 500mg,General Medicine,Tablet,Trichodazole,P-000
R-2343,TRICLOFEM,Injectables & Hospital Care,Vial/Injection,Triclofem,P-000
R-2344,Trifluid inf,Respiratory & Allergy,Vial/Injection,Trifluid,P-000
R-2345,Trifluoferazine 5mg,Respiratory & Allergy,Tablet,Trifluoferazine,P-000
R-2346,Trihexyphenidil 2mg,General Medicine,Tablet,Trihexyphenidil,P-000
R-2347,Trilac tablet,General Medicine,Tablet,Trilac,P-000
R-2348,Trileptal 300 tab,General Medicine,Tablet,Trileptal,P-000
R-2349,Trimovax 0,Injectables & Hospital Care,Vial/Injection,Trimovax,P-000
R-2350,Triofusin  infus,Injectables & Hospital Care,Vial/Injection,Triofusin,P-000
R-2351,Tripanzym,General Medicine,Tablet,Tripanzym,P-000
R-2352,Tripid tab,General Medicine,Tablet,Tripid,P-000
R-2353,Trizedon MR tab,General Medicine,Tablet,Trizedon,P-000
R-2354,Trolip 100mg,General Medicine,Tablet,Trolip,P-000
R-2355,Trolip 300 mg,General Medicine,Other,Trolip,P-000
R-2356,Trolit sachet,General Medicine,Sachet,Trolit,P-000
R-2357,Trovensis 8mg tab,General Medicine,Tablet,Trovensis,P-000
R-2358,Trunal DX,General Medicine,Capsule,Trunal,P-000
R-2359,Tupepe foot cream,Dermatology & Topical,Cream/Topical,Tupepe,P-000
R-2360,TUTOFUSIN LC,General Medicine,Other,Tutofusin,P-000
R-2361,Tutofusin OPS,General Medicine,Other,Tutofusin,P-000
R-2362,Tuzalos,General Medicine,Tablet,Tuzalos,P-000
R-2363,Tylonic 100mg,General Medicine,Tablet,Tylonic,P-000
R-2364,Tylonic 300mg,General Medicine,Tablet,Tylonic,P-000
R-2365,TYPHERIX,Injectables & Hospital Care,Vial/Injection,Typherix,P-000
R-2366,UBI-Q,General Medicine,Capsule,Ubi,P-000
R-2367,ULCERANIN INJ,Injectables & Hospital Care,Vial/Injection,Ulceranin,P-000
R-2368,Ulcumet 100mg inj,Injectables & Hospital Care,Vial/Injection,Ulcumet,P-000
R-2369,Ulsidex 500,General Medicine,Tablet,Ulsidex,P-000
R-2370,ulsikur 200mg,Injectables & Hospital Care,Vial/Injection,Ulsikur,P-000
R-2371,Ulsikur 400mg,General Medicine,Tablet,Ulsikur,P-000
R-2372,Ulsikur Inj,Injectables & Hospital Care,Vial/Injection,Ulsikur,P-000
R-2373,Ultracet tab,General Medicine,Tablet,Ultracet,P-000
R-2374,Ultraproct N supp,General Medicine,Other,Ultraproct,P-000
R-2375,Ultraproct oint 10gr,General Medicine,Other,Ultraproct,P-000
R-2376,Ultravita,General Medicine,Tablet,Ultravita,P-000
R-2377,UNALIUM 10,General Medicine,Tablet,Unalium,P-000
R-2378,UNALIUM 5,General Medicine,Tablet,Unalium,P-000
R-2379,Unat 10mg,General Medicine,Tablet,Unat,P-000
R-2380,Uplores 150mg,General Medicine,Capsule,Uplores,P-000
R-2381,Urbason tablet,General Medicine,Tablet,Urbason,P-000
R-2382,Urdafalk,General Medicine,Capsule,Urdafalk,P-000
R-2383,Urineg,General Medicine,Tablet,Urineg,P-000
R-2384,urinter,General Medicine,Tablet,Urinter,P-000
R-2385,Urispas 200mg,General Medicine,Tablet,Urispas,P-000
R-2386,Urixin tab,General Medicine,Tablet,Urixin,P-000
R-2387,UROKINASE-GCC,Injectables & Hospital Care,Vial/Injection,Urokinase,P-000
R-2388,Urotractin tab,General Medicine,Tablet,Urotractin,P-000
R-2389,V-bloc 6.25 tab,General Medicine,Tablet,V,P-000
R-2390,V-blok 25mg,General Medicine,Tablet,V,P-000
R-2391,Vaclo tab,General Medicine,Tablet,Vaclo,P-000
R-2392,Vagistin vaginal,General Medicine,Other,Vagistin,P-000
R-2393,Vagizol supp,Antibiotics & Anti-infectives,Suppository,Vagizol,P-000
R-2394,Valansim tab,General Medicine,Tablet,Valansim,P-000
R-2395,Valisanbe 2mg,General Medicine,Tablet,Valisanbe,P-000
R-2396,Valisanbe 5mg,General Medicine,Tablet,Valisanbe,P-000
R-2397,Valium 10mg Inj,Injectables & Hospital Care,Vial/Injection,Valium,P-000
R-2398,Valsartan 80mg,General Medicine,Tablet,Valsartan,P-000
R-2399,Valtrex 500mg,General Medicine,Tablet,Valtrex,P-000
R-2400,Vamin Glucosa Fresenius kalg,General Medicine,Other,Vamin,P-000
R-2401,Vamistop,General Medicine,Tablet,Vamistop,P-000
R-2402,VANCEP INJ,Injectables & Hospital Care,Vial/Injection,Vancep,P-000
R-2403,VANCOMYCIN INJ 500MG,Injectables & Hospital Care,Vial/Injection,Vancomycin,P-000
R-2404,VARILRIX,General Medicine,Other,Varilrix,P-000
R-2405,Vasacon 15 ml ED,General Medicine,Other,Vasacon,P-000
R-2406,VASACON A ED 15ML,General Medicine,Other,Vasacon,P-000
R-2407,Vasacon A Mono dose,General Medicine,Bottle/Liquid,Vasacon,P-000
R-2408,Vasacon Mono dose,General Medicine,Other,Vasacon,P-000
R-2409,VASCON INJ,Injectables & Hospital Care,Vial/Injection,Vascon,P-000
R-2410,VASCUPRAX,General Medicine,Other,Vascuprax,P-000
R-2411,Vaseline Album,General Medicine,Other,Vaseline,P-000
R-2412,vastigo 6mg,General Medicine,Tablet,Vastigo,P-000
R-2413,VEBAC 1GRAM,Injectables & Hospital Care,Vial/Injection,Vebac,P-000
R-2414,Vectrine caps,General Medicine,Tablet,Vectrine,P-000
R-2415,Vectrine syr,General Medicine,Syrup,Vectrine,P-000
R-2416,VEDIUM TAB,General Medicine,Tablet,Vedium,P-000
R-2417,Velchrone inj 25 mg,Injectables & Hospital Care,Vial/Injection,Velchrone,P-000
R-2418,Velcox 15mg tab,General Medicine,Tablet,Velcox,P-000
R-2419,VELOSEF 1GR,Injectables & Hospital Care,Vial/Injection,Velosef,P-000
R-2420,Velosef 250mg,General Medicine,Capsule,Velosef,P-000
R-2421,Velosef 500mg,General Medicine,Capsule,Velosef,P-000
R-2422,Velosef syr 60ml,General Medicine,Syrup,Velosef,P-000
R-2423,Venaron,General Medicine,Tablet,Venaron,P-000
R-2424,Venofer,Injectables & Hospital Care,Vial/Injection,Venofer,P-000
R-2425,VENOSMIL TAB,General Medicine,Tablet,Venosmil,P-000
R-2426,Ventolin  exp syp,General Medicine,Other,Ventolin,P-000
R-2427,Ventolin Inheler,General Medicine,Other,Ventolin,P-000
R-2428,Ventolin Nebules,Injectables & Hospital Care,Vial/Injection,Ventolin,P-000
R-2429,Verapamil,General Medicine,Tablet,Verapamil,P-000
R-2430,Vernacel Mono dose,General Medicine,Other,Vernacel,P-000
R-2431,Verorab Inj,Injectables & Hospital Care,Vial/Injection,Verorab,P-000
R-2432,VERTEX TAB,General Medicine,Tablet,Vertex,P-000
R-2433,Vicanatal,General Medicine,Tablet,Vicanatal,P-000
R-2434,Viccillin 1000mg/vial,Antibiotics & Anti-infectives,Vial/Injection,Viccillin,P-000
R-2435,Vick inhaler,General Medicine,Other,Vick,P-000
R-2436,Vick vaporub,General Medicine,Other,Vick,P-000
R-2437,Viferon tab,General Medicine,Tablet,Viferon,P-000
R-2438,Vilapon tab,General Medicine,Tablet,Vilapon,P-000
R-2439,viliron tab,General Medicine,Tablet,Viliron,P-000
R-2440,VIOQUIN 500MG TAB,General Medicine,Tablet,Vioquin,P-000
R-2441,Virazatec,General Medicine,Capsule,Virazatec,P-000
R-2442,Visceralgin syr,General Medicine,Syrup,Visceralgin,P-000
R-2443,Viseralgin syr,General Medicine,Syrup,Viseralgin,P-000
R-2444,Visine ED,General Medicine,Other,Visine,P-000
R-2445,Vistrum syr,General Medicine,Syrup,Vistrum,P-000
R-2446,Vit A 20.000,Vitamins & Supplements,Tablet,Vit,P-000
R-2447,Vit B6 10mg,Vitamins & Supplements,Tablet,Vit,P-000
R-2448,Vit C 100mg,Vitamins & Supplements,Tablet,Vit,P-000
R-2449,Vit C 50mg,Vitamins & Supplements,Tablet,Vit,P-000
R-2450,Vit C manis 25 mg,Vitamins & Supplements,Tablet,Vit,P-000
R-2451,Vit E 50mg,Vitamins & Supplements,Tablet,Vit,P-000
R-2452,Vit K 10,Vitamins & Supplements,Tablet,Vit,P-000
R-2453,Vit.B1 Tab 50mg,General Medicine,Tablet,Vit,P-000
R-2454,Vit.B12 Tab 50mg,General Medicine,Tablet,Vit,P-000
R-2455,Vitacal D,General Medicine,Tablet,Vitacal,P-000
R-2456,Vitachol,General Medicine,Tablet,Vitachol,P-000
R-2457,Vitacid 0,General Medicine,Other,Vitacid,P-000
R-2458,Vitacid 0,General Medicine,Other,Vitacid,P-000
R-2459,Vitacur syr,General Medicine,Syrup,Vitacur,P-000
R-2460,VITAFEM,General Medicine,Tablet,Vitafem,P-000
R-2461,Vitaferol,General Medicine,Tablet,Vitaferol,P-000
R-2462,Vitalux plus,General Medicine,Tablet,Vitalux,P-000
R-2463,VITAMIN A 6000UI,Vitamins & Supplements,Tablet,Vitamin,P-000
R-2464,Vitamin B Complex,Vitamins & Supplements,Other,Vitamin,P-000
R-2465,Vitamin E 10mg,Vitamins & Supplements,Tablet,Vitamin,P-000
R-2466,Vitamin k 10mg/ml inj,Vitamins & Supplements,Vial/Injection,Vitamin,P-000
R-2467,VITAMIN K Tablet,Vitamins & Supplements,Tablet,Vitamin,P-000
R-2468,Vitavit syr,Vitamins & Supplements,Syrup,Vitavit,P-000
R-2469,Vitazym,General Medicine,Tablet,Vitazym,P-000
R-2470,Vitrimix,General Medicine,Other,Vitrimix,P-000
R-2471,Vitrolenta monodose,Medical Supplies & Devices,Other,Vitrolenta,P-000
R-2472,VOCEFA 500,Antibiotics & Anti-infectives,Capsule,Vocefa,P-000
R-2473,Vocefa syr,Antibiotics & Anti-infectives,Syrup,Vocefa,P-000
R-2474,VOLEQUIN 500 MG TAB,General Medicine,Tablet,Volequin,P-000
R-2475,Volequin iNFUS,Injectables & Hospital Care,Vial/Injection,Volequin,P-000
R-2476,voltadex  gell,Dermatology & Topical,Cream/Topical,Voltadex,P-000
R-2477,Voltadex 25 mg,General Medicine,Tablet,Voltadex,P-000
R-2478,Voltadex 50 mg,General Medicine,Tablet,Voltadex,P-000
R-2479,Voltaren   emulgel 50gr,Dermatology & Topical,Cream/Topical,Voltaren,P-000
R-2480,Voltaren  emulgel 20gr,Dermatology & Topical,Cream/Topical,Voltaren,P-000
R-2481,Voltaren 50mg,General Medicine,Tablet,Voltaren,P-000
R-2482,Voltaren 50mg supp,General Medicine,Other,Voltaren,P-000
R-2483,Voltaren ED,General Medicine,Bottle/Liquid,Voltaren,P-000
R-2484,Voltaren inj,Injectables & Hospital Care,Vial/Injection,Voltaren,P-000
R-2485,Voltaren SR 75mg,General Medicine,Tablet,Voltaren,P-000
R-2486,Voluven,General Medicine,Other,Voluven,P-000
R-2487,Vomceran 4mg Inj,Injectables & Hospital Care,Vial/Injection,Vomceran,P-000
R-2488,Vomceran 4mg Tab,General Medicine,Tablet,Vomceran,P-000
R-2489,Vomceran 8mg Inj,Injectables & Hospital Care,Vial/Injection,Vomceran,P-000
R-2490,Vometa,General Medicine,Tablet,Vometa,P-000
R-2491,Vometa Drop,General Medicine,Drops,Vometa,P-000
R-2492,Vometa FT,General Medicine,Tablet,Vometa,P-000
R-2493,Vometa Syr,General Medicine,Syrup,Vometa,P-000
R-2494,vosea tab,General Medicine,Tablet,Vosea,P-000
R-2495,Vosedon,General Medicine,Tablet,Vosedon,P-000
R-2496,Vosedon syr,General Medicine,Syrup,Vosedon,P-000
R-2497,Vostem Forte Kap,General Medicine,Tablet,Vostem,P-000
R-2498,VOSTEON,General Medicine,Tablet,Vosteon,P-000
R-2499,Voxin 500mg,General Medicine,Tablet,Voxin,P-000
R-2500,Vytorin tab 10 mg,General Medicine,Tablet,Vytorin,P-000
R-2501,Vytorin tab 10/20,General Medicine,Tablet,Vytorin,P-000
R-2502,White Field salep,Dermatology & Topical,Ointment/Topical,White,P-000
R-2503,Wiaflox 500,General Medicine,Capsule,Wiaflox,P-000
R-2504,Wiatrim 480 tab,General Medicine,Tablet,Wiatrim,P-000
R-2505,Witranal,General Medicine,Tablet,Witranal,P-000
R-2506,Xanax 0.5 tab,General Medicine,Tablet,Xanax,P-000
R-2507,Xanda syr  60ml,General Medicine,Syrup,Xanda,P-000
R-2508,Xanvit syr 60ml,Vitamins & Supplements,Bottle/Liquid,Xanvit,P-000
R-2509,Xepadergin 1mg,General Medicine,Tablet,Xepadergin,P-000
R-2510,Ximex tetes mata,General Medicine,Bottle/Liquid,Ximex,P-000
R-2511,Xylocain Jelly 2% 10gr,General Medicine,Other,Xylocain,P-000
R-2512,Xylocaine inj,Injectables & Hospital Care,Vial/Injection,Xylocaine,P-000
R-2513,Xylocaine Spray,General Medicine,Other,Xylocaine,P-000
R-2514,YARIDON,General Medicine,Tablet,Yaridon,P-000
R-2515,Yasmin,General Medicine,Tablet,Yasmin,P-000
R-2516,Yefamox 500,General Medicine,Tablet,Yefamox,P-000
R-2517,Yekamulvita  syr  60ml,General Medicine,Syrup,Yekamulvita,P-000
R-2518,YEKAMULVITA PLUS SYR,General Medicine,Bottle/Liquid,Yekamulvita,P-000
R-2519,Yekazone,General Medicine,Tablet,Yekazone,P-000
R-2520,ZAC 20mg tab,General Medicine,Tablet,Zac,P-000
R-2521,Zaditen 1mg tab,General Medicine,Tablet,Zaditen,P-000
R-2522,Zamel syr,General Medicine,Syrup,Zamel,P-000
R-2523,ZANTAC INJ,Injectables & Hospital Care,Vial/Injection,Zantac,P-000
R-2524,ZAROM 250,General Medicine,Tablet,Zarom,P-000
R-2525,Zeasorb Powder,General Medicine,Other,Zeasorb,P-000
R-2526,Zegase tab,General Medicine,Tablet,Zegase,P-000
R-2527,Zemyc  150,General Medicine,Capsule,Zemyc,P-000
R-2528,ZEMYC INFUS,Injectables & Hospital Care,Vial/Injection,Zemyc,P-000
R-2529,Zibac amp,Injectables & Hospital Care,Vial/Injection,Zibac,P-000
R-2530,Zifin 250,General Medicine,Tablet,Zifin,P-000
R-2531,ZINC capsul,Vitamins & Supplements,Capsule,Zinc,P-000
R-2532,Zinc salep,Vitamins & Supplements,Ointment/Topical,Zinc,P-000
R-2533,ZINKID,General Medicine,Tablet,Zinkid,P-000
R-2534,Zinnat 250,General Medicine,Tablet,Zinnat,P-000
R-2535,Zistic 250,General Medicine,Tablet,Zistic,P-000
R-2536,ZISTIC 500,General Medicine,Tablet,Zistic,P-000
R-2537,ZITHROMAX 500,General Medicine,Tablet,Zithromax,P-000
R-2538,Zitromax 250,General Medicine,Tablet,Zitromax,P-000
R-2539,Zofredal 2mg,General Medicine,Tablet,Zofredal,P-000
R-2540,Zolmia,General Medicine,Tablet,Zolmia,P-000
R-2541,Zoloft,General Medicine,Capsule,Zoloft,P-000
R-2542,Zometa inj,Injectables & Hospital Care,Vial/Injection,Zometa,P-000
R-2543,Zoralin 200mg,General Medicine,Tablet,Zoralin,P-000
R-2544,Zoter 400,General Medicine,Tablet,Zoter,P-000
R-2545,Zovirac 1 gr,Injectables & Hospital Care,Vial/Injection,Zovirac,P-000
R-2546,Zumapib tab,General Medicine,Tablet,Zumapib,P-000
R-2547,Zyloric 100 tab,General Medicine,Tablet,Zyloric,P-000
R-2548,3 TC TABLET,General Medicine,Tablet,Tc,P-000
R-2550,3 WAY FOLLEY CATH 24 Shicon (x),Medical Supplies & Devices,Medical Supply,Way,P-000
R-2551,3 WAY FOLLEY CATH. NO 20 (x),Medical Supplies & Devices,Medical Supply,Way,P-000
R-2552,3 WAY STOP COCK (salah),Medical Supplies & Devices,Medical Supply,Way,P-000
R-2553,3 way stop cock AMS (x),Medical Supplies & Devices,Medical Supply,Way,P-000
R-2554,AB VASK 5 MG,General Medicine,Tablet,Ab,P-000
R-2555,ABBOCATH 14 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2556,ABBOCATH 16 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2557,ABBOCATH 18 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2558,ABBOCATH 20 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2559,ABBOCATH 22 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2560,ABBOCATH 24 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2561,ABBOCATH 26 (x),Medical Supplies & Devices,Medical Supply,Abbocath,P-000
R-2562,ABILIFY 5MG,General Medicine,Tablet,Abilify,P-000
R-2563,Acanthe Spf 40,General Medicine,Other,Acanthe,P-000
R-2564,Acid Salicyl,General Medicine,Other,Acid,P-000
R-2565,ACLAM FORTE SYR,General Medicine,Syrup,Aclam,P-000
R-2566,ACLAM SYR 60ML,General Medicine,Syrup,Aclam,P-000
R-2567,ACNE AID SOAP,General Medicine,Other,Acne,P-000
R-2568,ADEPS LANAE 50GR,General Medicine,Other,Adeps,P-000
R-2569,ADIDRYL,Injectables & Hospital Care,Vial/Injection,Adidryl,P-000
R-2570,ADIMIDON INJ,Injectables & Hospital Care,Vial/Injection,Adimidon,P-000
R-2571,AFUCID CR,General Medicine,Other,Afucid,P-000
R-2572,ALBENDAZOL 400 TAB,General Medicine,Tablet,Albendazol,P-000
R-2573,ALBUMINAR 25% 100 ML,Vitamins & Supplements,Other,Albuminar,P-000
R-2574,ALBUMINAR 25% 50ML,Vitamins & Supplements,Other,Albuminar,P-000
R-2575,ALERTEN,General Medicine,Capsule,Alerten,P-000
R-2576,Alkohol 70% 100 ml,General Medicine,Other,Alkohol,P-000
R-2577,ALLERIN SYR,General Medicine,Syrup,Allerin,P-000
R-2578,ALOCLAIR PLUS ORAL RINSE 60 ML3,General Medicine,Other,Aloclair,P-000
R-2579,AMIKACIN 500MG/25%,Antibiotics & Anti-infectives,Vial/Injection,Amikacin,P-000
R-2580,AMINOPHYLLIN TAB 200MG,General Medicine,Tablet,Aminophyllin,P-000
R-2581,ANDALAN PIL KB,General Medicine,Tablet,Andalan,P-000
R-2582,ANEMOLAT TAB 1MG,General Medicine,Tablet,Anemolat,P-000
R-2583,ANITID INJ 50 MG,Injectables & Hospital Care,Vial/Injection,Anitid,P-000
R-2584,ANTIS HAND SANITIZER,General Medicine,Other,Antis,P-000
R-2585,APOLAR-N CREAM 10 GR,Dermatology & Topical,Cream/Topical,Apolar,P-000
R-2586,APROFIT,General Medicine,Capsule,Aprofit,P-000
R-2587,APTIL 10ML,General Medicine,Other,Aptil,P-000
R-2588,AQUABIDEST 500 ML,General Medicine,Other,Aquabidest,P-000
R-2589,Arcoxia 60 mg tab,General Medicine,Tablet,Arcoxia,P-000
R-2590,ARICEPT EVESS 10 MG,General Medicine,Tablet,Aricept,P-000
R-2591,ARM SLING uk S (x),General Medicine,Other,Arm,P-000
R-2592,Arm Sling uk. L (x),General Medicine,Other,Arm,P-000
R-2593,Arm Sling Uk. M (x),General Medicine,Other,Arm,P-000
R-2594,Assucryl Nylon 10-0 cat. 584560,Medical Supplies & Devices,Medical Supply,Assucryl,P-000
R-2595,Assucryl Polypropylene 5-0,General Medicine,Other,Assucryl,P-000
R-2596,Assupro 5-0 CT PX 499,Medical Supplies & Devices,Medical Supply,Assupro,P-000
R-2597,ASTA PLUS,General Medicine,Tablet,Asta,P-000
R-2598,ASTHIN B - OND CAP,General Medicine,Capsule,Asthin,P-000
R-2599,ASTHIN FORCE GEL,Dermatology & Topical,Cream/Topical,Asthin,P-000
R-2600,ATAROC SYR 60 ML,General Medicine,Syrup,Ataroc,P-000
R-2601,ATOFAR 10 TAB,General Medicine,Tablet,Atofar,P-000
R-2602,ATOFAR 20,General Medicine,Tablet,Atofar,P-000
R-2603,ATORSAN 20,General Medicine,Tablet,Atorsan,P-000
R-2604,ATRAMAT 2,Medical Supplies & Devices,Medical Supply,Atramat,P-000
R-2605,ATRAMAT 5,Medical Supplies & Devices,Medical Supply,Atramat,P-000
R-2606,Atramat PGA 3-0 CE2493 (x),General Medicine,Other,Atramat,P-000
R-2607,AVAMYS NASAL SPRAY,General Medicine,Other,Avamys,P-000
R-2608,AZOMAX Kaplet,General Medicine,Tablet,Azomax,P-000
R-2609,B-BETA TAB,General Medicine,Tablet,B,P-000
R-2610,BABY COUGH SYR,Respiratory & Allergy,Syrup,Baby,P-000
R-2611,Bactigras 10 x 10cm,General Medicine,Other,Bactigras,P-000
R-2612,Bactigras 15 x 20cm,Medical Supplies & Devices,Medical Supply,Bactigras,P-000
R-2613,BARRIERBAG,Medical Supplies & Devices,Medical Supply,Barrierbag,P-000
R-2614,BAXIMA IGR INJ,Injectables & Hospital Care,Vial/Injection,Baxima,P-000
R-2615,becefort syr,Antibiotics & Anti-infectives,Syrup,Becefort,P-000
R-2616,BECLOV INJ,Injectables & Hospital Care,Vial/Injection,Beclov,P-000
R-2617,BECOMPLEX TAB,General Medicine,Tablet,Becomplex,P-000
R-2618,BEDAK SALICYL 2%,General Medicine,Other,Bedak,P-000
R-2619,Benoson M cr,General Medicine,Other,Benoson,P-000
R-2620,BENZATIN BENZ.PEN 1,Injectables & Hospital Care,Vial/Injection,Benzatin,P-000
R-2621,BETA ONE 5 MG,General Medicine,Tablet,Beta,P-000
R-2622,BETADIN OBAT KUMUR 100ML,General Medicine,Other,Betadin,P-000
R-2623,BETASERC 24 TAB,General Medicine,Tablet,Betaserc,P-000
R-2624,BETASERC 8 MG,General Medicine,Tablet,Betaserc,P-000
R-2625,BICNAT TAB,General Medicine,Tablet,Bicnat,P-000
R-2626,BIO CAL-95,General Medicine,Tablet,Bio,P-000
R-2627,BIO GI,General Medicine,Tablet,Bio,P-000
R-2628,BIOCEF INJEKSI,Antibiotics & Anti-infectives,Vial/Injection,Biocef,P-000
R-2629,BIOCREAM,Dermatology & Topical,Cream/Topical,Biocream,P-000
R-2630,BIOCURLIV KAP,General Medicine,Capsule,Biocurliv,P-000
R-2631,BIOQUINONE TAB,General Medicine,Tablet,Bioquinone,P-000
R-2632,BIORALIT,Gastrointestinal,Other,Bioralit,P-000
R-2633,Biothicol Forte syr,General Medicine,Syrup,Biothicol,P-000
R-2634,BIOXTRA MOUTSPRAY 50 ML,General Medicine,Other,Bioxtra,P-000
R-2635,BLEOCIN INJ 15MG,Injectables & Hospital Care,Vial/Injection,Bleocin,P-000
R-2636,BON-ONE 0,General Medicine,Tablet,Bon,P-000
R-2637,BONE-ONE 0.5MCG,General Medicine,Tablet,Bone,P-000
R-2638,BONVIVA FC TAB 150 MG,General Medicine,Tablet,Bonviva,P-000
R-2639,BONVIVA INJ 3MG/3ML,Injectables & Hospital Care,Vial/Injection,Bonviva,P-000
R-2640,BOTOL 100 ML (x),General Medicine,Bottle/Liquid,Botol,P-000
R-2641,BOTOL 60 ML (x),General Medicine,Bottle/Liquid,Botol,P-000
R-2642,Botol Obat 30cc (x),Medical Supplies & Devices,Medical Supply,Botol,P-000
R-2643,BYE BYE FEVER,Medical Supplies & Devices,Medical Supply,Bye,P-000
R-2644,Caladin lotion 95 ml,General Medicine,Other,Caladin,P-000
R-2645,CALAMIN LOT 100 CC,General Medicine,Other,Calamin,P-000
R-2646,CALAMIN LOT.200CC,General Medicine,Other,Calamin,P-000
R-2647,CALLUSOL 10ML,General Medicine,Other,Callusol,P-000
R-2648,CALNIC  PLUS TAB,General Medicine,Tablet,Calnic,P-000
R-2649,CALSOURCE FORTE (CALSIUM SANDOZ),General Medicine,Other,Calsource,P-000
R-2650,CANDERIN 16MG TAB,General Medicine,Tablet,Canderin,P-000
R-2651,CANDERIN 8MG TAB,General Medicine,Tablet,Canderin,P-000
R-2652,CARMED CREAM 5GR,Dermatology & Topical,Cream/Topical,Carmed,P-000
R-2653,CARMED LOT,General Medicine,Other,Carmed,P-000
